uuid,dataset_name,process_type,lci_file,fu_amount,fu_unit,region,classification,kg_per_m2,temp_c,technology,notes
939387fd-f448-5f42-b005-e276a1f19385,,electronics,processes/939387fd-f448-5f42-b005-e276a1f19385.xml,1,kg,RO (REGION OCEANIA),electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
24a9efa8-7708-5716-a5ac-d4884784019b,,electronics,processes/24a9efa8-7708-5716-a5ac-d4884784019b.xml,1,kg,RNA,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
47a42b03-0195-4e19-a00e-7fada05e00f5,,electronics,processes/47a42b03-0195-4e19-a00e-7fada05e00f5.xml,1,kg,RAS,electronics,,,"The multi-output-process """"MG-silicon, to purification"""" delivers the co-products """"silicon, electro",scraped_from_ilcd
b18b7ebf-8e5b-55c3-9e61-631cd1b5bb5d,,electronics,processes/b18b7ebf-8e5b-55c3-9e61-631cd1b5bb5d.xml,1,kg,RSA,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
5f0e9b81-0d41-4843-93c8-fa27bcbd04b7,,electronics,processes/5f0e9b81-0d41-4843-93c8-fa27bcbd04b7.xml,1,kg,EU+EFTA,electronics,,,Gate to gate inventory for the production of high purity polycrystalline silicon from MG-silicon in ,scraped_from_ilcd
d72894a4-41e5-55dc-9b3a-94c618660ca6,,electronics,processes/d72894a4-41e5-55dc-9b3a-94c618660ca6.xml,1,kg,RNA,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
2e092278-7778-5ad5-b671-328d112aacf7,,electronics,processes/2e092278-7778-5ad5-b671-328d112aacf7.xml,1,kg,RAF,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
8c6e2ec2-5fc6-45fa-87ab-bd84a8f2c018,,electronics,processes/8c6e2ec2-5fc6-45fa-87ab-bd84a8f2c018.xml,1,kg,EU+EFTA,electronics,,,"Sawing and cleaning of wafers. The process data include electricity use, water and working material ",scraped_from_ilcd
8396a8f4-8841-534b-9bbf-2c71ab0c8069,,electronics,processes/8396a8f4-8841-534b-9bbf-2c71ab0c8069.xml,1,kg,EU+EFTA+UK,electronics,,,"Processes include chipping, screening of chips, cooking of the chips to pulp by the semichemical coo",scraped_from_ilcd
197b3c3e-31dd-40e9-8c40-97290f3a6da0,,electronics,processes/197b3c3e-31dd-40e9-8c40-97290f3a6da0.xml,1,kg,GLO,electronics,,,"Foreground system:
The process name for semiconductors contains following information: component ty",scraped_from_ilcd
d235586f-ae17-58bd-b874-808abb84b062,,electronics,processes/d235586f-ae17-58bd-b874-808abb84b062.xml,1,kg,"WORLD (WITHOUT EU+EFTA+UK, US AND CA)",electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
b1070335-90b9-4d70-9e38-0e67a356a964,,electronics,processes/b1070335-90b9-4d70-9e38-0e67a356a964.xml,1,kg,GLO,electronics,,,"The process name for semiconductors contains following information: component type, e.g. IC, LED; ho",scraped_from_ilcd
8c539335-eecc-5560-b9c7-bd3e4f1de458,,electronics,processes/8c539335-eecc-5560-b9c7-bd3e4f1de458.xml,1,kg,EU+EFTA+UK,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
095fd655-ce3c-5134-86a7-37c3236f6f08,,electronics,processes/095fd655-ce3c-5134-86a7-37c3236f6f08.xml,1,kg,GLO,electronics,,,This process includes a semiautomatic electronic soles edge trimming machine. The activity starts wh,scraped_from_ilcd
039e4e96-aa34-5269-8900-955bba01a22a,,electronics,processes/039e4e96-aa34-5269-8900-955bba01a22a.xml,1,kg,RSA,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
7202849a-ea12-53c9-858d-d37f3012251b,,electronics,processes/7202849a-ea12-53c9-858d-d37f3012251b.xml,1,kg,RO (REGION OCEANIA),electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
1191080d-950e-41c1-84bc-ec39f7658560,,electronics,processes/1191080d-950e-41c1-84bc-ec39f7658560.xml,1,kg,GLO,electronics,,,"Foreground system:
This dataset is based on a model of a coil miniature wound SDR. Electronic compo",scraped_from_ilcd
de1ccf0e-437d-4dee-a938-358653fa7c50,,electronics,processes/de1ccf0e-437d-4dee-a938-358653fa7c50.xml,1,kg,GLO,electronics,,,"Foreground system:
Electronic waste is collected and transported to the recycling plant. The electr",scraped_from_ilcd
33c1800f-f081-4898-b853-2eac4b3a79be,,electronics,processes/33c1800f-f081-4898-b853-2eac4b3a79be.xml,1,kg,EU+EFTA,electronics,,,"Sawing and cleaning of wafers. The process data include electricity use, water and working material ",scraped_from_ilcd
daef2d5b-91a4-5228-bf1f-62ac92a972c2,,electronics,processes/daef2d5b-91a4-5228-bf1f-62ac92a972c2.xml,1,kg,EU+EFTA+UK,electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
91285f23-13e5-56c4-a78e-7b8e1fbe7d13,,electronics,processes/91285f23-13e5-56c4-a78e-7b8e1fbe7d13.xml,1,kg,RO (REGION OCEANIA),electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
b7537009-00dc-5428-813a-6a830fd19ef7,,electronics,processes/b7537009-00dc-5428-813a-6a830fd19ef7.xml,1,kg,RAS,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
3f0cbf5f-859b-503a-8e8e-f3059b4de526,,electronics,processes/3f0cbf5f-859b-503a-8e8e-f3059b4de526.xml,1,kg,RNA,electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
648e4511-0f8f-4fdf-a5ea-ad185f3b18f9,,electronics,processes/648e4511-0f8f-4fdf-a5ea-ad185f3b18f9.xml,1,kg,EU+EFTA,electronics,,,Silicon plant: the building has an area of 2.28098E+06 m2 and 1.5966300 E+07 m3 of volume. Building ,scraped_from_ilcd
40c07df1-5686-5433-9ffb-1cf8fd38b5c0,,electronics,processes/40c07df1-5686-5433-9ffb-1cf8fd38b5c0.xml,1,kg,RAF,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
80f06582-74b4-5337-b4a5-5db2b7459ce4,,electronics,processes/80f06582-74b4-5337-b4a5-5db2b7459ce4.xml,1,kg,RAS,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
247f7308-9719-43de-888a-68fd35ec2f0f,,electronics,processes/247f7308-9719-43de-888a-68fd35ec2f0f.xml,1,kg,EU+EFTA,electronics,,,"The multi-output-process """"MG-silicon, to purification"""" delivers the co-products """"silicon, electro",scraped_from_ilcd
a8763d77-e06e-42bc-9463-cd24df056f22,,electronics,processes/a8763d77-e06e-42bc-9463-cd24df056f22.xml,1,kg,US,electronics,,,"1 square metre of wafer surface of Wafer, multi-Si, at regional storage",scraped_from_ilcd
6481fd39-38ff-584a-bc1f-0cea7771145a,,electronics,processes/6481fd39-38ff-584a-bc1f-0cea7771145a.xml,1,kg,EU+EFTA+UK,electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
1c62df02-bd2d-5e3b-bf14-2b37c77b41d9,,electronics,processes/1c62df02-bd2d-5e3b-bf14-2b37c77b41d9.xml,1,kg,RAS,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
1827dd93-8b53-4b5c-8430-01d10d51e86c,,electronics,processes/1827dd93-8b53-4b5c-8430-01d10d51e86c.xml,1,kg,EU+EFTA+UK,electronics,,,"Foreground system:
Electronic waste is collected and transported to the recycling plant. The electr",scraped_from_ilcd
5aa07dc9-5475-567d-8b5b-38c61990cca5,,electronics,processes/5aa07dc9-5475-567d-8b5b-38c61990cca5.xml,1,kg,RSA,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
e6281baf-e6bd-4df8-aa09-5c134e426524,,electronics,processes/e6281baf-e6bd-4df8-aa09-5c134e426524.xml,1,kg,EU+EFTA+UK,electronics,,,"Foreground system:
Silicon carbide is produced industrially from silicon dioxide and carbon in a st",scraped_from_ilcd
894f55b7-f04e-493e-a71e-b9ace62668cb,,electronics,processes/894f55b7-f04e-493e-a71e-b9ace62668cb.xml,1,kg,GLO,electronics,,,"Foreground system:
This dataset is based on a generic model of an an electronic component.
Select ",scraped_from_ilcd
9b575763-7820-46ae-a1e4-cc3d23cab7d8,,electronics,processes/9b575763-7820-46ae-a1e4-cc3d23cab7d8.xml,1,kg,EU+EFTA+UK,electronics,,,"Foreground system:
The housing and auxiliary components are removed from the battery, the battery i",scraped_from_ilcd
1ac2ecfb-82df-42ce-b5b0-9db7046be379,,electronics,processes/1ac2ecfb-82df-42ce-b5b0-9db7046be379.xml,1,kg,EU+EFTA+UK,electronics,,,"Foreground system:
The housing and auxiliary components are removed from the battery, the battery i",scraped_from_ilcd
e966f034-22a5-54e9-a74e-7778c0e61d4d,,electronics,processes/e966f034-22a5-54e9-a74e-7778c0e61d4d.xml,1,kg,RAS,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
6b6da31e-c46d-5f12-a142-3f5e3ff62830,,electronics,processes/6b6da31e-c46d-5f12-a142-3f5e3ff62830.xml,1,kg,RAS,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
21f58b3d-2f78-5ba1-b8cb-ecf2ec7fef4e,,electronics,processes/21f58b3d-2f78-5ba1-b8cb-ecf2ec7fef4e.xml,1,kg,EU+EFTA+UK,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
78642a05-0583-52b1-af35-945137f1703f,,electronics,processes/78642a05-0583-52b1-af35-945137f1703f.xml,1,kg,RO (REGION OCEANIA),electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
29e10396-3abc-4b78-bac8-e6237ccb3d8c,,electronics,processes/29e10396-3abc-4b78-bac8-e6237ccb3d8c.xml,1,kg,EU+EFTA+UK,electronics,,,"Foreground system:
Electronic waste is collected and transported to the recycling plant. The electr",scraped_from_ilcd
5cffac93-aac6-5c25-ab8b-391890cbd4a5,,electronics,processes/5cffac93-aac6-5c25-ab8b-391890cbd4a5.xml,1,kg,EU+EFTA+UK,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
d8688c03-4d3c-58ff-8122-bc2458fe4909,,electronics,processes/d8688c03-4d3c-58ff-8122-bc2458fe4909.xml,1,kg,"WORLD (WITHOUT EU+EFTA+UK, US AND CA)",electronics,,,The activity is an average of hardwood chips produced in the forestry and hardwood chips produced at,scraped_from_ilcd
280c7a82-453a-4163-aa76-88a8de665b96,,electronics,processes/280c7a82-453a-4163-aa76-88a8de665b96.xml,1,kg,GLO,electronics,,,"The process name for semiconductors contains following information: component type, e.g. IC, LED; ho",scraped_from_ilcd
fba076de-c892-5c3f-84b5-0c0a04545eb9,,electronics,processes/fba076de-c892-5c3f-84b5-0c0a04545eb9.xml,1,kg,DE,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
2bec480b-3710-51f4-81ab-55d2769c01e8,,electronics,processes/2bec480b-3710-51f4-81ab-55d2769c01e8.xml,1,kg,WORLD (WITHOUT EU+EFTA+UK),electronics,,,In the CTMP wood chips are impregnated with chemicals before they are mechanically defibrated in the,scraped_from_ilcd
bad46284-969e-4cbd-9ba8-ef3312f4662b,,electronics,processes/bad46284-969e-4cbd-9ba8-ef3312f4662b.xml,1,kg,GLO,electronics,,,"Foreground system:

A power supply unit is used for the electricity supply of a computer from the ",scraped_from_ilcd
e45fe48d-f82a-5a04-91da-88aab9b31721,,electronics,processes/e45fe48d-f82a-5a04-91da-88aab9b31721.xml,1,kg,ES,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
2353ad27-ce2f-5bc6-bdb7-7585da66a3f7,,electronics,processes/2353ad27-ce2f-5bc6-bdb7-7585da66a3f7.xml,1,kg,WORLD (WITHOUT EU+EFTA+UK),electronics,,,In the CTMP wood chips are impregnated with chemicals before they are mechanically defibrated in the,scraped_from_ilcd
af67f3b6-ca50-53d6-aed7-ac67e1f909de,,electronics,processes/af67f3b6-ca50-53d6-aed7-ac67e1f909de.xml,1,kg,EU+EFTA+UK,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
3e4d26e8-630e-5604-94c8-0830f76cd29f,,electronics,processes/3e4d26e8-630e-5604-94c8-0830f76cd29f.xml,1,kg,RAF,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
8abd84d3-646c-495d-8563-da698798a34c,,electronics,processes/8abd84d3-646c-495d-8563-da698798a34c.xml,1,kg,RAS,electronics,,,Gate to gate inventory for the production of high purity polycrystalline silicon from MG-silicon in ,scraped_from_ilcd
0c3e8387-7d92-5073-8061-8c54de307a47,,electronics,processes/0c3e8387-7d92-5073-8061-8c54de307a47.xml,1,kg,PT,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
1aadb84b-6300-5e42-92c6-b859499c838a,,electronics,processes/1aadb84b-6300-5e42-92c6-b859499c838a.xml,1,kg,EU+EFTA+UK,electronics,,,"The activity represents an average of bark chips and wood chips produced in the sawmill. 
The inputs",scraped_from_ilcd
29457bab-ee44-5a6d-947b-e6ab1561af04,,electronics,processes/29457bab-ee44-5a6d-947b-e6ab1561af04.xml,1,kg,EU+EFTA+UK,electronics,,,"In this model, silicone is used as the repellent active ingredient and a hot melt spray coating mach",scraped_from_ilcd
f22e3627-4b76-56a7-8f2c-f8743fc94975,,electronics,processes/f22e3627-4b76-56a7-8f2c-f8743fc94975.xml,1,kg,PT,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
14cfe8d9-4fe3-57b0-9aba-f5b3cfbbe00f,,electronics,processes/14cfe8d9-4fe3-57b0-9aba-f5b3cfbbe00f.xml,1,kg,EU+EFTA+UK,electronics,,,In the CTMP wood chips are impregnated with chemicals before they are mechanically defibrated in the,scraped_from_ilcd
62984717-83b5-59f6-891b-79d48732b61a,,electronics,processes/62984717-83b5-59f6-891b-79d48732b61a.xml,1,kg,RNA,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
208bb9c4-d282-55e9-83b3-205f69b91f07,,electronics,processes/208bb9c4-d282-55e9-83b3-205f69b91f07.xml,1,kg,GLO,electronics,,,This process includes a semiautomatic electronic soles edge trimming machine. The activity starts wh,scraped_from_ilcd
980b942b-8fc4-5694-b31b-21c753c822c1,,electronics,processes/980b942b-8fc4-5694-b31b-21c753c822c1.xml,1,kg,EU+EFTA+UK,electronics,,,"The activity represents an average of bark chips and wood chips produced in the sawmill. 
The inputs",scraped_from_ilcd
51ae74d5-4b17-5184-abc0-3f980f322cfd,,electronics,processes/51ae74d5-4b17-5184-abc0-3f980f322cfd.xml,1,kg,FR,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
4427834c-5bdf-4836-97e8-f833291b8e57,,electronics,processes/4427834c-5bdf-4836-97e8-f833291b8e57.xml,1,kg,GLO,electronics,,,"The process name for semiconductors contains following information: component type, e.g. IC, LED; ho",scraped_from_ilcd
b729a277-f1dc-54e1-9418-4c70c80b0143,,electronics,processes/b729a277-f1dc-54e1-9418-4c70c80b0143.xml,1,kg,RNA,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
7c934526-dc1a-550b-8929-4e3aa0722d81,,electronics,processes/7c934526-dc1a-550b-8929-4e3aa0722d81.xml,1,kg,EU+EFTA+UK,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
a2ec6574-65a8-464e-81bc-c371e26ad295,,electronics,processes/a2ec6574-65a8-464e-81bc-c371e26ad295.xml,1,kg,RAS,electronics,,,"Gate to gate inventory for production of MG-silicon from silica sand including materials, energy use",scraped_from_ilcd
86c0ae55-ba53-4347-be15-f4571b74e1c1,,electronics,processes/86c0ae55-ba53-4347-be15-f4571b74e1c1.xml,1,kg,US,electronics,,,Gate to gate inventory for the casting of EG-Si and off-grade Si. Purified silicon is melted in cast,scraped_from_ilcd
3ec264e1-f3a4-4da4-a79a-7ab660c0c59c,,electronics,processes/3ec264e1-f3a4-4da4-a79a-7ab660c0c59c.xml,1,kg,EU+EFTA,electronics,,,"1 square metre of wafer surface of Wafer, multi-Si, at regional storehouse",scraped_from_ilcd
848507c8-d30f-46e4-8893-589616d8e49a,,electronics,processes/848507c8-d30f-46e4-8893-589616d8e49a.xml,1,kg,RAS,electronics,,,Production mix for the purified silicon feedstock used for sc- and mc-Si cell in photovoltaics. The ,scraped_from_ilcd
257e1106-c560-5b68-ac08-a223c5de3cbe,,electronics,processes/257e1106-c560-5b68-ac08-a223c5de3cbe.xml,1,kg,RNA,electronics,,,The activity is an average of hardwood chips produced in the forestry and hardwood chips produced at,scraped_from_ilcd
0ce7601b-80b7-41ee-b8a5-3a4e0b6750d6,,electronics,processes/0ce7601b-80b7-41ee-b8a5-3a4e0b6750d6.xml,1,kg,GLO,electronics,,,"Foreground system:
This dataset is based on a model of a resistor flat chip 1206 (9.2mg). Electroni",scraped_from_ilcd
bfc530ce-d4e0-55f5-9ccb-a39cbd86d328,,electronics,processes/bfc530ce-d4e0-55f5-9ccb-a39cbd86d328.xml,1,kg,FR,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
81a5156d-3ffe-5f4f-8b99-68f754f1372d,,electronics,processes/81a5156d-3ffe-5f4f-8b99-68f754f1372d.xml,1,kg,SE,electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
c8997461-4d44-5845-8512-256b5e8f81bd,,electronics,processes/c8997461-4d44-5845-8512-256b5e8f81bd.xml,1,kg,RNA,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
de0b243f-2239-5a11-b036-a3aad5ad117b,,electronics,processes/de0b243f-2239-5a11-b036-a3aad5ad117b.xml,1,kg,RAS,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
8343f1b1-5fa7-5526-a6c8-c652b41cf998,,electronics,processes/8343f1b1-5fa7-5526-a6c8-c652b41cf998.xml,1,kg,RNA,electronics,,,The activity is an average of hardwood chips produced in the forestry and hardwood chips produced at,scraped_from_ilcd
ebcf2dfe-49f9-5561-8016-72591d4ef675,,electronics,processes/ebcf2dfe-49f9-5561-8016-72591d4ef675.xml,1,kg,GLO,electronics,,,"In this model, silicone is used as the waterproofing chemical.  Most of the silicone-based products ",scraped_from_ilcd
798c72cd-e601-5007-bef4-0699dcf0e595,,electronics,processes/798c72cd-e601-5007-bef4-0699dcf0e595.xml,1,kg,EU+EFTA+UK,electronics,,,"Processes include chipping, screening of chips, cooking of the chips to pulp by the semichemical coo",scraped_from_ilcd
bfc69cfa-0eba-5846-94e6-81263f9656c9,,electronics,processes/bfc69cfa-0eba-5846-94e6-81263f9656c9.xml,1,kg,RAF,electronics,,,The production process of wood chips used as growing medium is no different than standard wood chips,scraped_from_ilcd
ac38706f-7e52-5d2e-82e0-f76aade56289,,electronics,processes/ac38706f-7e52-5d2e-82e0-f76aade56289.xml,1,kg,EU+EFTA+UK,electronics,,,In the CTMP wood chips are impregnated with chemicals before they are mechanically defibrated in the,scraped_from_ilcd
3cbe82b6-8448-4743-8473-32f727affa3a,,electronics,processes/3cbe82b6-8448-4743-8473-32f727affa3a.xml,1,kg,EU+EFTA+UK,electronics,,,"Foreground system:
The housing and auxiliary components are removed from the battery, the battery i",scraped_from_ilcd
185cde3a-679d-4f91-bd38-2e8c1c3d6689,,electronics,processes/185cde3a-679d-4f91-bd38-2e8c1c3d6689.xml,1,kg,GLO,electronics,,,"Foreground system:
This dataset is based on a generic model of an an electronic component.
Select ",scraped_from_ilcd
4e5ce305-8ed2-4c6a-b128-7c8271454ec5,,electronics,processes/4e5ce305-8ed2-4c6a-b128-7c8271454ec5.xml,1,kg,EU-28+EFTA,electronics,,,"The main battery technology for existing UPS products is lead acid. This is a sealed, valve regulate",scraped_from_ilcd
ed5f4f9d-cbfa-57f0-88c8-02e5fdaba2c8,,electronics,processes/ed5f4f9d-cbfa-57f0-88c8-02e5fdaba2c8.xml,1,kg,GLO,electronics,,,This process includes a semiautomatic electronic soles edge trimming machine. The activity starts wh,scraped_from_ilcd
4d4544e3-754d-5204-8994-99c7d6dc9106,,electronics,processes/4d4544e3-754d-5204-8994-99c7d6dc9106.xml,1,kg,FI,electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
3ed35bb7-8769-5f53-a686-4407d517fde0,,electronics,processes/3ed35bb7-8769-5f53-a686-4407d517fde0.xml,1,kg,ES,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
7e490c11-b3ea-482b-9685-bb6550a489ba,,electronics,processes/7e490c11-b3ea-482b-9685-bb6550a489ba.xml,1,kg,EU+EFTA,electronics,,,"The multi-output-process """"MG-silicon, to purification"""" delivers the co-products """"silicon, electro",scraped_from_ilcd
be2e5bf6-ad1c-5de7-9f05-22f0048cd3c7,,electronics,processes/be2e5bf6-ad1c-5de7-9f05-22f0048cd3c7.xml,1,kg,ES,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
db4e29e4-0b31-5a59-8dba-024d362a1947,,electronics,processes/db4e29e4-0b31-5a59-8dba-024d362a1947.xml,1,kg,RSA,electronics,,,The production process of bark chips used as growing medium is no different than standard bark chips,scraped_from_ilcd
1fc3c749-9c88-5212-907f-622cf78761ea,,electronics,processes/1fc3c749-9c88-5212-907f-622cf78761ea.xml,1,kg,DE,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
1e52884d-ecdc-48a8-b97d-ee2be0305426,,electronics,processes/1e52884d-ecdc-48a8-b97d-ee2be0305426.xml,1,kg,GLO,electronics,,,"The process name for semiconductors contains following information: component type, e.g. IC, LED; ho",scraped_from_ilcd
72b31a1f-ac8b-5b88-a191-61212b4e86ef,,electronics,processes/72b31a1f-ac8b-5b88-a191-61212b4e86ef.xml,1,kg,"WORLD (WITHOUT EU+EFTA+UK, US AND CA)",electronics,,,The activity is an average of softwood chips produced in the forestry and softwood chips produced at,scraped_from_ilcd
c20b8077-4ae5-5e57-b2d0-e43fbb2d51a2,,electronics,processes/c20b8077-4ae5-5e57-b2d0-e43fbb2d51a2.xml,1,kg,RAF,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
0d99ee81-1d5d-5527-8dc8-574718a6b341,,electronics,processes/0d99ee81-1d5d-5527-8dc8-574718a6b341.xml,1,kg,RNA,electronics,,,"According to industry knowledge, there is no difference among the production of bark chips of differ",scraped_from_ilcd
